353.92,0,1
353.92,0,1
353.92,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
356.8,0,1
356.8,0,1
356.8,0,1
356.8,0,1
356.8,0,1
356.8,0,1
356.8,0,1
356.8,0,1
357.76,0,1
357.76,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
353.92,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
353.92,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
362.88,0,1
362.88,0,1
362.88,0,1
362.88,0,1
362.88,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
361.92,0,1
361.92,0,1
361.92,0,1
361.92,0,1
361.92,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
355.84,0,1
362.88,0,1
362.88,0,1
362.88,0,1
362.88,0,1
362.88,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
357.76,0,1
357.76,0,1
357.76,0,1
357.76,0,1
357.76,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
362.88,0,0
362.88,0,0
368,0,0
368,0,0
368,0,0
368,0,0
368,0,0
361.92,0,0
361.92,0,0
361.92,0,0
361.92,0,0
361.92,0,0
368,0,0
368,0,0
368,0,0
368,0,0
368,0,0
364.8,0,0
364.8,0,0
364.8,0,0
364.8,0,0
364.8,0,0
364.8,0,0
364.8,0,0
363.84,0,0
363.84,0,0
363.84,0,0
360,0,0
360,0,0
360,0,0
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
357.76,0,1
357.76,0,1
357.76,0,1
357.76,0,1
357.76,0,1
364.8,0,1
364.8,0,1
364.8,0,1
364.8,0,1
364.8,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,2
358.72,0,2
368.96,0,2
368.96,0,2
368.96,0,2
368.96,0,2
368.96,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
366.72,0,2
366.72,0,2
366.72,0,2
366.72,0,2
366.72,0,2
360.96,0,2
360.96,0,2
360.96,0,2
360.96,0,2
360.96,0,2
358.72,0,2
358.72,0,2
358.72,0,2
358.72,0,2
358.72,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
360,0,2
360,0,2
360,0,2
360,0,2
360,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
360.96,0,2
360.96,0,2
360.96,0,2
360.96,0,2
360,0,2
360,0,2
360,0,2
360,0,2
360,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
362.88,0,2
362.88,0,2
362.88,0,2
362.88,0,2
362.88,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
368.96,0,2
368.96,0,2
368.96,0,2
368.96,0,2
368.96,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
361.92,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
370.88,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
363.84,0,2
363.84,0,2
363.84,0,2
363.84,0,2
363.84,0,2
365.76,0,2
365.76,0,2
365.76,0,2
365.76,0,2
365.76,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
371.84,0,2
365.76,0,2
365.76,0,2
365.76,0,2
365.76,0,2
365.76,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
364.8,0,2
366.72,0,2
366.72,0,2
366.72,0,2
366.72,0,2
366.72,0,2
368,0,2
368,0,2
368,0,2
368,0,2
368,0,2
372.8,0,2
372.8,0,2
372.8,0,2
372.8,0,2
372.8,0,2
356.8,0,2
356.8,0,2
356.8,0,2
356.8,0,2
356.8,0,2
362.88,0,2
362.88,0,2
362.88,0,2
362.88,0,2
362.88,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
355.84,0,2
364.8,0,2
364.8,0,2
364.8,0,1
364.8,0,1
364.8,0,1
364.8,0,1
364.8,0,1
364.8,0,1
363.84,0,1
363.84,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
369.92,0,1
362.88,0,1
362.88,0,1
362.88,0,1
362.88,0,1
362.88,0,1
360,0,1
360,0,1
360,0,1
360,0,1
360,0,1
366.72,0,1
366.72,0,1
366.72,0,1
366.72,0,1
366.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
363.84,0,1
366.72,0,1
366.72,0,1
366.72,0,1
366.72,0,1
366.72,0,1
347.84,0,1
347.84,0,1
347.84,0,1
347.84,0,1
347.84,0,1
350.72,0,1
350.72,0,1
350.72,0,1
350.72,0,1
350.72,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
350.72,0,1
350.72,0,1
350.72,0,1
350.72,0,1
350.72,0,1
361.92,0,1
361.92,0,1
361.92,0,1
361.92,0,1
361.92,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
358.72,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
354.88,0,1
355.84,0,1
355.84,0,1
355.84,0,1
357.76,0,1
357.76,0,1
357.76,0,1
357.76,0,1
357.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
349.76,0,1
339.84,0,1
339.84,0,1
339.84,0,1
339.84,0,1
339.84,0,1
347.84,0,1
347.84,0,1
347.84,0,1
347.84,0,1
347.84,0,1
337.92,0,1
337.92,0,1
337.92,0,1
337.92,0,1
337.92,0,1
346.88,0,1
346.88,0,1
346.88,0,1
346.88,0,1
346.88,0,1
350.72,0,1
350.72,0,1
350.72,0,1
350.72,0,1
350.72,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
352.96,0,1
332.8,0,1
332.8,0,1
332.8,0,1
332.8,0,1
332.8,0,1
341.76,0,1
341.76,0,1
341.76,0,1
341.76,0,1
341.76,0,1
336.96,0,1
336.96,0,1
336.96,0,1
336.96,0,1
336.96,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
339.84,0,1
339.84,0,1
339.84,0,1
339.84,0,1
339.84,0,1
334.72,0,1
334.72,0,1
334.72,0,1
334.72,0,1
334.72,0,1
336.96,0,1
336.96,0,1
336.96,0,1
336.96,0,1
336.96,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
340.8,0,1
340.8,0,1
340.8,0,1
340.8,0,1
340.8,0,1
337.92,0,1
337.92,0,1
337.92,0,1
337.92,0,1
337.92,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
333.76,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
328,0,1
328,0,1
328,0,1
328,0,1
328,20,1
332.8,20,1
332.8,20,1
332.8,20,1
332.8,20,1
332.8,20,1
332.8,20,1
332.8,20,1
332.8,20,1
331.84,20,1
331.84,20,1
336,20,1
336,20,1
336,20,1
336,20,1
336,20,1
324,20,1
324,20,1
324,20,1
324,20,1
324,20,1
328.96,20,1
328.96,20,1
328.96,20,1
328.96,20,1
328.96,20,1
328.96,20,1
328.96,20,1
328.96,20,1
328.96,0,1
328.96,0,1
330.88,0,1
330.88,0,1
330.88,0,1
330.88,0,1
330.88,0,1
324,0,1
324,0,1
324,0,1
324,0,1
324,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
328,0,1
328,0,1
328,0,1
328,0,1
328,0,1
326.88,0,1
326.88,0,1
326.88,0,1
326.88,0,1
326.88,0,1
328,0,1
328,0,1
328,0,1
328,0,1
328,0,1
321.92,0,1
321.92,0,1
321.92,0,1
321.92,0,1
321.92,0,1
328,0,1
328,0,1
328,0,1
328,0,1
328,0,1
321.92,0,1
321.92,0,1
321.92,0,1
321.92,0,1
321.92,0,1
324.96,0,1
324.96,0,1
324.96,0,1
324.96,0,1
324.96,0,1
320,0,1
320,0,1
320,0,1
320,0,1
320,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
325.92,0,1
324.96,0,1
324,0,1
324,0,1
324,0,1
324,0,1
324,0,1
322.88,0,1
322.88,0,1
322.88,0,1
322.88,0,1
322.88,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
322.88,0,1
322.88,0,1
322.88,0,1
322.88,0,1
322.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
321.92,0,1
321.92,0,1
321.92,0,1
321.92,0,1
321.92,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
318.88,0,1
317.92,0,1
317.92,0,1
317.92,0,1
317.92,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
317.92,0,1
317.92,0,1
308,0,1
308,0,1
308,0,1
308,0,1
308,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
312.96,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
316.96,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
302.88,0,1
302.88,0,1
302.88,0,1
302.88,0,1
302.88,0,1
329.92,0,1
329.92,0,1
329.92,0,1
329.92,0,1
329.92,0,1
345.92,0,1
345.92,0,1
345.92,0,1
345.92,0,1
345.92,0,1
345.92,0,1
345.92,0,1
345.92,0,1
346.88,0,1
346.88,0,1
336,0,1
336,0,1
336,0,1
336,0,1
336,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
314.88,0,1
330.88,0,1
330.88,0,1
330.88,0,1
330.88,0,1
330.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
338.88,0,1
334.72,0,1
334.72,0,1
334.72,0,1
334.72,0,1
334.72,0,1
337.92,0,1
337.92,0,1
337.92,0,1
337.92,0,1
337.92,0,1
336,0,1
336,0,1
336,0,1
336,0,1
336,0,1
336.96,0,1
336.96,0,1
336.96,0,1
336.96,0,1
336.96,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
320,0,1
320,0,1
320,0,1
320,0,1
320,0,1
326.88,0,1
326.88,0,1
326.88,0,1
326.88,0,1
326.88,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
331.84,0,1
334.72,0,1
334.72,0,1
334.72,0,1
334.72,0,1
334.72,0,1
328.96,0,1
328.96,0,1
328.96,0,1
328.96,0,1
328.96,0,1
332.8,0,1
332.8,0,1
332.8,0,1
332.8,0,1
332.8,0,1
342.72,0,1
342.72,0,1
342.72,0,1
342.72,0,1
342.72,0,1
