CO2[ppm],roomID
365,1
365,1
365,1
365,1
365,1
371,1
371,1
371,1
371,1
371,1
374,1
374,1
374,1
374,1
374,1
370,1
370,1
370,1
370,1
370,1
364,1
364,1
364,1
364,1
364,1
373,1
373,1
373,1
373,1
373,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
373,1
373,1
373,1
373,1
373,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
374,1
374,1
374,1
374,1
374,1
365,1
365,1
365,1
365,1
365,1
369,1
369,1
369,1
369,1
369,1
368,1
368,1
368,1
368,1
368,1
360,1
360,1
360,1
360,1
360,1
360,1
360,1
360,1
360,1
360,1
366,1
366,1
366,1
366,1
366,1
366,1
366,1
366,1
366,1
366,1
377,1
377,1
377,1
377,1
377,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
364,1
364,1
364,1
364,1
364,1
368,1
368,1
368,1
368,1
368,1
362,1
362,1
362,1
362,1
362,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
363,1
363,1
363,1
363,1
363,1
363,1
363,1
363,1
363,1
363,1
363,1
362,1
362,1
362,1
362,1
373,1
373,1
373,1
373,1
373,1
369,1
369,1
369,1
369,1
369,1
369,1
369,1
369,1
369,1
369,1
362,1
362,1
362,1
362,1
362,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
365,1
368,1
368,1
368,1
368,1
368,1
379,1
379,1
379,1
379,1
379,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
384,1
384,1
384,1
384,1
384,1
378,1
378,1
378,1
378,1
378,1
377,1
377,1
377,1
377,1
377,1
368,1
368,1
368,1
368,1
360,1
360,1
360,1
360,1
360,1
360,1
372,1
372,1
372,1
372,1
372,1
412,1
412,1
412,1
412,1
412,1
388,1
388,1
388,1
388,1
388,1
377,1
377,1
377,1
377,1
377,1
378,1
378,1
378,1
378,1
378,1
370,1
370,1
370,1
370,1
370,1
376,1
376,1
376,1
376,1
376,1
379,1
379,1
379,1
379,1
379,1
377,1
377,1
377,1
377,1
377,1
371,1
371,1
371,1
371,1
371,1
370,1
370,1
370,1
370,1
370,1
368,1
368,1
